Flow Key,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Packets,Total Fwd Packets,Total Backword Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow MB/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,Average Packet Size,Average Fwd Segment Size,Average Bwd Segment Size,Packet Length List,Label
192.168.78.1:40567 -> 192.168.78.129:80,192.168.78.1,40567,192.168.78.129,80,6,02.09.2020 3:52,1078485,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,11.12672,0.00001,1.85445,1078485.00000,0.00000,1078485.00000,1078485.00000,1078485.00000,1078485.00000,0.00000,1078485.00000,1078485.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,1.85445,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:40608,192.168.78.129,80,192.168.78.1,40608,6,02.09.2020 3:52,5199360,21,10,11,1699,8841,424,0,169.90000,212.91075,1460,0,803.72727,604.50394,2027.17258,0.00203,4.03896,259968.00000,1117376.47460,5006397.00000,22.00000,192963.00000,21440.33333,26451.37089,70659.00000,205.00000,5199188.00000,519918.80000,1576735.62791,5006424.00000,31.00000,212,232,1.92331,2.11565,0,1460,501.90476,555.27317,308328.29048,501.90476,169.90000,803.72727,20,1
192.168.78.1:40608 -> 192.168.78.129:80,192.168.78.1,40608,192.168.78.129,80,6,02.09.2020 3:52,1062177,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,11.29755,0.00001,1.88293,1062177.00000,0.00000,1062177.00000,1062177.00000,1062177.00000,1062177.00000,0.00000,1062177.00000,1062177.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,1.88293,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:40617,192.168.78.129,80,192.168.78.1,40617,6,02.09.2020 3:52,5249121,21,10,11,1700,8841,420,0,170.00000,213.02478,1460,0,803.72727,604.50394,2008.14574,0.00201,4.00067,262456.05000,1116834.18367,5005511.00000,25.00000,243610.00000,27067.77778,43278.05227,120918.00000,216.00000,5248941.00000,524894.10000,1574888.38725,5005540.00000,43.00000,212,232,1.90508,2.09559,0,1460,501.95238,555.26295,308316.94762,501.95238,170.00000,803.72727,20,1
192.168.78.1:40617 -> 192.168.78.129:80,192.168.78.1,40617,192.168.78.129,80,6,02.09.2020 3:52,1088327,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,11.02610,0.00001,1.83768,1088327.00000,0.00000,1088327.00000,1088327.00000,1088327.00000,1088327.00000,0.00000,1088327.00000,1088327.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,1.83768,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:40642,192.168.78.129,80,192.168.78.1,40642,6,02.09.2020 3:52,5353347,21,10,11,1702,8841,419,0,170.20000,213.28114,1460,0,803.72727,604.50394,1969.42212,0.00197,3.92278,267667.35000,1115999.20475,5006017.00000,23.00000,347330.00000,38592.22222,53550.68110,146372.00000,183.00000,5353196.00000,535319.60000,1571984.81795,5006047.00000,31.00000,212,232,1.86799,2.05479,0,1460,502.04762,555.24747,308299.74762,502.04762,170.20000,803.72727,20,1
192.168.78.1:40642 -> 192.168.78.129:80,192.168.78.1,40642,192.168.78.129,80,6,02.09.2020 3:52,1084247,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,11.06759,0.00001,1.84460,1084247.00000,0.00000,1084247.00000,1084247.00000,1084247.00000,1084247.00000,0.00000,1084247.00000,1084247.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,1.84460,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:40659,192.168.78.129,80,192.168.78.1,40659,6,02.09.2020 3:52,5417301,21,10,11,1686,8841,417,0,168.60000,211.21827,1460,0,803.72727,604.50394,1943.21859,0.00194,3.87647,270865.05000,1115654.14593,5005911.00000,21.00000,411390.00000,45710.00000,69291.58303,196472.00000,182.00000,5417154.00000,541715.40000,1570203.59333,5005939.00000,29.00000,212,232,1.84594,2.03053,0,1460,501.28571,555.37133,308437.31429,501.28571,168.60000,803.72727,20,1
192.168.78.1:40659 -> 192.168.78.129:80,192.168.78.1,40659,192.168.78.129,80,6,02.09.2020 3:52,1097751,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,10.93144,0.00001,1.82191,1097751.00000,0.00000,1097751.00000,1097751.00000,1097751.00000,1097751.00000,0.00000,1097751.00000,1097751.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,1.82191,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:40680,192.168.78.129,80,192.168.78.1,40680,6,02.09.2020 3:52,5481852,21,10,11,1693,8841,418,0,169.30000,212.12054,1460,0,803.72727,604.50394,1921.61335,0.00192,3.83082,274092.60000,1115543.83569,5006560.00000,24.00000,475292.00000,52810.22222,83752.30573,228966.00000,224.00000,5481668.00000,548166.80000,1568552.19392,5006584.00000,34.00000,212,232,1.82420,2.00662,0,1460,501.61905,555.31653,308376.44762,501.61905,169.30000,803.72727,20,1
192.168.78.1:40680 -> 192.168.78.129:80,192.168.78.1,40680,192.168.78.129,80,6,02.09.2020 3:52,1112593,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,10.78562,0.00001,1.79760,1112593.00000,0.00000,1112593.00000,1112593.00000,1112593.00000,1112593.00000,0.00000,1112593.00000,1112593.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,1.79760,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:40691,192.168.78.129,80,192.168.78.1,40691,6,02.09.2020 3:52,5554039,21,10,11,1701,8841,420,0,170.10000,213.15433,1460,0,803.72727,604.50394,1898.07814,0.00190,3.78103,277701.95000,1114980.88298,5005938.00000,23.00000,548101.00000,60900.11111,93567.31300,245763.00000,319.00000,5553765.00000,555376.50000,1566305.22854,5005962.00000,35.00000,212,232,1.80049,1.98054,0,1460,502.00000,555.25544,308308.60000,502.00000,170.10000,803.72727,20,1
192.168.78.1:40691 -> 192.168.78.129:80,192.168.78.1,40691,192.168.78.129,80,6,02.09.2020 3:53,1138915,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,10.53634,0.00001,1.75606,1138915.00000,0.00000,1138915.00000,1138915.00000,1138915.00000,1138915.00000,0.00000,1138915.00000,1138915.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,1.75606,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:40702,192.168.78.129,80,192.168.78.1,40702,6,02.09.2020 3:53,5763281,21,10,11,1692,8841,419,0,169.20000,211.99623,1460,0,803.72727,604.50394,1827.60480,0.00183,3.64376,288164.05000,1115239.39193,5005943.00000,20.00000,757338.00000,84148.66667,145342.71398,422942.00000,303.00000,5763016.00000,576301.60000,1562502.40272,5005968.00000,35.00000,212,232,1.73512,1.90864,0,1460,501.57143,555.32509,308385.95714,501.57143,169.20000,803.72727,20,1
192.168.78.1:40702 -> 192.168.78.129:80,192.168.78.1,40702,192.168.78.129,80,6,02.09.2020 3:53,1005729,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,11.93164,0.00001,1.98861,1005729.00000,0.00000,1005729.00000,1005729.00000,1005729.00000,1005729.00000,0.00000,1005729.00000,1005729.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,1.98861,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:40729,192.168.78.129,80,192.168.78.1,40729,6,02.09.2020 3:53,5836101,21,10,11,1692,8841,418,0,169.20000,211.99413,1460,0,803.72727,604.50394,1804.80084,0.00180,3.59829,291805.05000,1114975.39919,5006238.00000,21.00000,829863.00000,92207.00000,151782.03813,430070.00000,421.00000,5835717.00000,583571.70000,1560603.80978,5006263.00000,36.00000,212,232,1.71347,1.88482,0,1460,501.57143,555.32473,308385.55714,501.57143,169.20000,803.72727,20,1
192.168.78.1:40729 -> 192.168.78.129:80,192.168.78.1,40729,192.168.78.129,80,6,02.09.2020 3:53,1039177,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,11.54760,0.00001,1.92460,1039177.00000,0.00000,1039177.00000,1039177.00000,1039177.00000,1039177.00000,0.00000,1039177.00000,1039177.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,1.92460,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:40743,192.168.78.129,80,192.168.78.1,40743,6,02.09.2020 3:53,5892183,21,10,11,1700,8841,421,0,170.00000,213.03469,1460,0,803.72727,604.50394,1788.98042,0.00179,3.56404,294609.15000,1114831.29895,5005484.00000,22.00000,886699.00000,98522.11111,161163.76690,450249.00000,181.00000,5892037.00000,589203.70000,1559230.69984,5005509.00000,35.00000,212,232,1.69716,1.86688,0,1460,501.95238,555.26466,308318.84762,501.95238,170.00000,803.72727,20,1
192.168.78.1:40743 -> 192.168.78.129:80,192.168.78.1,40743,192.168.78.129,80,6,02.09.2020 3:53,1074254,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,11.17054,0.00001,1.86176,1074254.00000,0.00000,1074254.00000,1074254.00000,1074254.00000,1074254.00000,0.00000,1074254.00000,1074254.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,1.86176,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:40746,192.168.78.129,80,192.168.78.1,40746,6,02.09.2020 3:53,5948205,21,10,11,1700,8841,420,0,170.00000,213.02686,1460,0,803.72727,604.50394,1772.13126,0.00177,3.53048,297410.25000,1114493.27866,5005634.00000,20.00000,942571.00000,104730.11111,163471.50428,451129.00000,202.00000,5948040.00000,594804.00000,1557870.14394,5005654.00000,33.00000,212,232,1.68118,1.84930,0,1460,501.95238,555.26331,308317.34762,501.95238,170.00000,803.72727,20,1
192.168.78.1:40746 -> 192.168.78.129:80,192.168.78.1,40746,192.168.78.129,80,6,02.09.2020 3:53,1091212,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,10.99695,0.00001,1.83282,1091212.00000,0.00000,1091212.00000,1091212.00000,1091212.00000,1091212.00000,0.00000,1091212.00000,1091212.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,1.83282,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:40752,192.168.78.129,80,192.168.78.1,40752,6,02.09.2020 3:53,6022415,21,10,11,1698,8841,419,0,169.80000,212.76529,1460,0,803.72727,604.50394,1749.96243,0.00175,3.48697,301120.75000,1114803.28506,5005744.00000,18.00000,1016671.00000,112963.44444,178218.97326,470893.00000,191.00000,6022259.00000,602225.90000,1556401.64898,5005762.00000,32.00000,212,232,1.66046,1.82651,0,1460,501.85714,555.27797,308333.62857,501.85714,169.80000,803.72727,20,1
192.168.78.1:40752 -> 192.168.78.129:80,192.168.78.1,40752,192.168.78.129,80,6,02.09.2020 3:53,1118188,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,10.73165,0.00001,1.78861,1118188.00000,0.00000,1118188.00000,1118188.00000,1118188.00000,1118188.00000,0.00000,1118188.00000,1118188.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,1.78861,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:40754,192.168.78.129,80,192.168.78.1,40754,6,02.09.2020 3:53,6085476,21,10,11,1696,8841,420,0,169.60000,212.50997,1460,0,803.72727,604.50394,1731.49972,0.00173,3.45084,304273.80000,1116927.17807,5017554.00000,20.00000,1067922.00000,118658.00000,177513.94194,462847.00000,446.00000,6085063.00000,608506.30000,1559021.76963,5017576.00000,29.00000,212,232,1.64326,1.80758,0,1460,501.76190,555.29379,308351.19048,501.76190,169.60000,803.72727,20,1
192.168.78.1:40754 -> 192.168.78.129:80,192.168.78.1,40754,192.168.78.129,80,6,02.09.2020 3:53,1127122,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,10.64658,0.00001,1.77443,1127122.00000,0.00000,1127122.00000,1127122.00000,1127122.00000,1127122.00000,0.00000,1127122.00000,1127122.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,1.77443,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:40759,192.168.78.129,80,192.168.78.1,40759,6,02.09.2020 3:53,6172454,21,10,11,1692,8841,420,0,169.20000,211.99675,1460,0,803.72727,604.50394,1706.45257,0.00171,3.40221,308622.70000,1120342.76944,5029554.00000,19.00000,1142900.00000,126988.88889,197357.99802,495885.00000,144.00000,6172338.00000,617233.80000,1561539.48824,5029574.00000,29.00000,212,232,1.62010,1.78211,0,1460,501.57143,555.32518,308386.05714,501.57143,169.20000,803.72727,20,1
192.168.78.1:40759 -> 192.168.78.129:80,192.168.78.1,40759,192.168.78.129,80,6,02.09.2020 3:53,1140214,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,10.52434,0.00001,1.75406,1140214.00000,0.00000,1140214.00000,1140214.00000,1140214.00000,1140214.00000,0.00000,1140214.00000,1140214.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,1.75406,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:40766,192.168.78.129,80,192.168.78.1,40766,6,02.09.2020 3:53,6219531,21,10,11,1693,8841,418,0,169.30000,212.12054,1460,0,803.72727,604.50394,1693.69684,0.00169,3.37646,310976.55000,1115065.78399,5006147.00000,18.00000,1213384.00000,134820.44444,204051.96023,520449.00000,213.00000,6219350.00000,621935.00000,1553269.90767,5006173.00000,29.00000,212,232,1.60784,1.76862,0,1460,501.61905,555.31653,308376.44762,501.61905,169.30000,803.72727,20,1
192.168.78.1:40766 -> 192.168.78.129:80,192.168.78.1,40766,192.168.78.129,80,6,02.09.2020 3:53,1168248,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,10.27179,0.00001,1.71197,1168248.00000,0.00000,1168248.00000,1168248.00000,1168248.00000,1168248.00000,0.00000,1168248.00000,1168248.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,1.71197,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:40770,192.168.78.129,80,192.168.78.1,40770,6,02.09.2020 3:54,6342387,21,10,11,1695,8841,418,0,169.50000,212.38082,1460,0,803.72727,604.50394,1661.20421,0.00166,3.31106,317119.35000,1115052.80154,5005907.00000,21.00000,1336480.00000,148497.77778,217158.13059,573689.00000,215.00000,6342212.00000,634221.20000,1551410.19987,5005955.00000,37.00000,212,232,1.57669,1.73436,0,1460,501.71429,555.30146,308359.71429,501.71429,169.50000,803.72727,20,1
192.168.78.1:40770 -> 192.168.78.129:80,192.168.78.1,40770,192.168.78.129,80,6,02.09.2020 3:54,1171268,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,10.24531,0.00001,1.70755,1171268.00000,0.00000,1171268.00000,1171268.00000,1171268.00000,1171268.00000,0.00000,1171268.00000,1171268.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,1.70755,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:40774,192.168.78.129,80,192.168.78.1,40774,6,02.09.2020 3:54,6375473,21,10,11,1691,8841,418,0,169.10000,211.86287,1460,0,803.72727,604.50394,1651.95586,0.00165,3.29387,318773.65000,1117227.25486,5007174.00000,1.00000,1368299.00000,152033.22222,241933.16373,645500.00000,226.00000,6375278.00000,637527.80000,1552314.39202,5007235.00000,1.00000,212,232,1.56851,1.72536,0,1460,501.52381,555.33212,308393.76190,501.52381,169.10000,803.72727,20,1
192.168.78.1:40774 -> 192.168.78.129:80,192.168.78.1,40774,192.168.78.129,80,6,02.09.2020 3:54,1188004,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,10.10098,0.00001,1.68350,1188004.00000,0.00000,1188004.00000,1188004.00000,1188004.00000,1188004.00000,0.00000,1188004.00000,1188004.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,1.68350,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:40780,192.168.78.129,80,192.168.78.1,40780,6,02.09.2020 3:54,6449480,21,10,11,1680,8841,413,0,168.00000,210.44028,1460,0,803.72727,604.50394,1631.29431,0.00163,3.25608,322474.00000,1116910.18169,5004225.00000,0.00000,1445255.00000,160583.88889,251922.06188,666895.00000,189.00000,6449321.00000,644932.10000,1550343.45432,5004286.00000,0.00000,212,232,1.55051,1.70556,0,1460,501.00000,555.41822,308489.40000,501.00000,168.00000,803.72727,20,1
192.168.78.1:40780 -> 192.168.78.129:80,192.168.78.1,40780,192.168.78.129,80,6,02.09.2020 3:54,1209778,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,9.91918,0.00001,1.65320,1209778.00000,0.00000,1209778.00000,1209778.00000,1209778.00000,1209778.00000,0.00000,1209778.00000,1209778.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,1.65320,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:40785,192.168.78.129,80,192.168.78.1,40785,6,02.09.2020 3:54,6524393,21,10,11,1718,8841,425,0,171.80000,215.35232,1460,0,803.72727,604.50394,1618.38810,0.00162,3.21869,326219.65000,1118032.84636,5005760.00000,19.00000,1518633.00000,168737.00000,265625.36308,695985.00000,319.00000,6524105.00000,652410.50000,1550098.87168,5005790.00000,29.00000,212,232,1.53271,1.68598,0,1460,502.80952,555.12968,308168.96190,502.80952,171.80000,803.72727,20,1
192.168.78.1:40785 -> 192.168.78.129:80,192.168.78.1,40785,192.168.78.129,80,6,02.09.2020 3:54,1224174,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,9.80253,0.00001,1.63375,1224174.00000,0.00000,1224174.00000,1224174.00000,1224174.00000,1224174.00000,0.00000,1224174.00000,1224174.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,1.63375,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:40792,192.168.78.129,80,192.168.78.1,40792,6,02.09.2020 3:54,6600557,21,10,11,1716,8841,429,0,171.60000,215.12281,1460,0,803.72727,604.50394,1599.41047,0.00160,3.18155,330027.85000,1118708.40177,5005623.00000,19.00000,1594934.00000,177214.88889,277966.23833,722728.00000,208.00000,6600379.00000,660037.90000,1549318.89856,5005644.00000,26.00000,212,232,1.51502,1.66653,0,1460,502.71429,555.14927,308190.71429,502.71429,171.60000,803.72727,20,1
192.168.78.1:40792 -> 192.168.78.129:80,192.168.78.1,40792,192.168.78.129,80,6,02.09.2020 3:54,1240217,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,9.67573,0.00001,1.61262,1240217.00000,0.00000,1240217.00000,1240217.00000,1240217.00000,1240217.00000,0.00000,1240217.00000,1240217.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,1.61262,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:40795,192.168.78.129,80,192.168.78.1,40795,6,02.09.2020 3:54,6649777,21,10,11,1705,8841,423,0,170.50000,213.67694,1460,0,803.72727,604.50394,1585.91784,0.00159,3.15800,332488.85000,1119558.81300,5007158.00000,18.00000,1642619.00000,182513.22222,286001.15193,745774.00000,246.00000,6649574.00000,664957.40000,1549443.97942,5007176.00000,29.00000,212,232,1.50381,1.65419,0,1460,502.19048,555.22632,308276.26190,502.19048,170.50000,803.72727,20,1
192.168.78.1:40795 -> 192.168.78.129:80,192.168.78.1,40795,192.168.78.129,80,6,02.09.2020 3:54,1287856,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,9.31781,0.00001,1.55297,1287856.00000,0.00000,1287856.00000,1287856.00000,1287856.00000,1287856.00000,0.00000,1287856.00000,1287856.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,1.55297,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:40797,192.168.78.129,80,192.168.78.1,40797,6,02.09.2020 3:54,6699599,21,10,11,1693,8841,418,0,169.30000,212.12158,1460,0,803.72727,604.50394,1572.33291,0.00157,3.13452,334979.95000,1119148.44632,5005695.00000,18.00000,1693904.00000,188211.55556,288490.45518,771293.00000,200.00000,6699429.00000,669942.90000,1548754.59538,5005722.00000,26.00000,212,232,1.49263,1.64189,0,1460,501.61905,555.31671,308376.64762,501.61905,169.30000,803.72727,20,1
192.168.78.1:40797 -> 192.168.78.129:80,192.168.78.1,40797,192.168.78.129,80,6,02.09.2020 3:54,1313244,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,9.13768,0.00001,1.52295,1313244.00000,0.00000,1313244.00000,1313244.00000,1313244.00000,1313244.00000,0.00000,1313244.00000,1313244.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,1.52295,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:40799,192.168.78.129,80,192.168.78.1,40799,6,02.09.2020 3:54,6772529,21,10,11,1700,8841,419,0,170.00000,213.02321,1460,0,803.72727,604.50394,1556.43483,0.00156,3.10076,338626.45000,1120067.09245,5002783.00000,20.00000,1769746.00000,196638.44444,306996.75580,797477.00000,171.00000,6772391.00000,677239.10000,1547336.38903,5002814.00000,28.00000,212,232,1.47655,1.62421,0,1460,501.95238,555.26268,308316.64762,501.95238,170.00000,803.72727,20,1
192.168.78.1:40799 -> 192.168.78.129:80,192.168.78.1,40799,192.168.78.129,80,6,02.09.2020 3:55,1316121,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,9.11770,0.00001,1.51962,1316121.00000,0.00000,1316121.00000,1316121.00000,1316121.00000,1316121.00000,0.00000,1316121.00000,1316121.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,1.51962,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:40804,192.168.78.129,80,192.168.78.1,40804,6,02.09.2020 3:55,6841545,21,10,11,1698,8841,418,0,169.80000,212.76476,1460,0,803.72727,604.50394,1540.44152,0.00154,3.06948,342077.25000,1121343.10298,5005444.00000,19.00000,1836101.00000,204011.22222,316638.48554,809339.00000,215.00000,6841363.00000,684136.30000,1547547.61112,5005464.00000,28.00000,212,232,1.46166,1.60782,0,1460,501.85714,555.27788,308333.52857,501.85714,169.80000,803.72727,20,1
192.168.78.1:40804 -> 192.168.78.129:80,192.168.78.1,40804,192.168.78.129,80,6,02.09.2020 3:55,1342153,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,8.94086,0.00001,1.49014,1342153.00000,0.00000,1342153.00000,1342153.00000,1342153.00000,1342153.00000,0.00000,1342153.00000,1342153.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,1.49014,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:40806,192.168.78.129,80,192.168.78.1,40806,6,02.09.2020 3:55,6920631,21,10,11,1682,8841,414,0,168.20000,210.69873,1460,0,803.72727,604.50394,1520.52609,0.00152,3.03441,346031.55000,1127088.29085,5028802.00000,18.00000,1891829.00000,210203.22222,324898.34454,821232.00000,333.00000,6920327.00000,692032.70000,1554386.85975,5028820.00000,27.00000,212,232,1.44495,1.58945,0,1460,501.09524,555.40237,308471.79048,501.09524,168.20000,803.72727,20,1
192.168.78.1:40806 -> 192.168.78.129:80,192.168.78.1,40806,192.168.78.129,80,6,02.09.2020 3:55,1341171,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,8.94740,0.00001,1.49123,1341171.00000,0.00000,1341171.00000,1341171.00000,1341171.00000,1341171.00000,0.00000,1341171.00000,1341171.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,1.49123,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:40808,192.168.78.129,80,192.168.78.1,40808,6,02.09.2020 3:55,6974507,21,10,11,1693,8841,418,0,169.30000,212.12054,1460,0,803.72727,604.50394,1510.35765,0.00151,3.01097,348725.35000,1123198.70120,5006333.00000,17.00000,1968174.00000,218686.00000,336960.11934,845616.00000,238.00000,6974304.00000,697430.40000,1547112.60473,5006354.00000,29.00000,212,232,1.43379,1.57717,0,1460,501.61905,555.31653,308376.44762,501.61905,169.30000,803.72727,20,1
192.168.78.1:40808 -> 192.168.78.129:80,192.168.78.1,40808,192.168.78.129,80,6,02.09.2020 3:55,1388188,2,2,0,12,0,6,6,6.00000,0.00000,0,0,0.00000,0.00000,8.64436,0.00001,1.44073,1388188.00000,0.00000,1388188.00000,1388188.00000,1388188.00000,1388188.00000,0.00000,1388188.00000,1388188.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40,0,1.44073,0.00000,6,6,6.00000,0.00000,0.00000,6.00000,6.00000,0.00000,1,1
192.168.78.129:80 -> 192.168.78.1:40814,192.168.78.129,80,192.168.78.1,40814,6,02.09.2020 3:55,7029615,21,10,11,1690,8841,415,0,169.00000,211.73096,1460,0,803.72727,604.50394,1498.09058,0.00150,2.98736,351480.75000,1123979.03955,5005684.00000,19.00000,2023931.00000,224881.22222,346772.14877,871508.00000,168.00000,7029478.00000,702947.80000,1546912.22526,5005704.00000,37.00000,212,232,1.42255,1.56481,0,1460,501.47619,555.33941,308401.86190,501.47619,169.00000,803.72727,20,1
