Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,External IP
38168,2264,60738,2741,53,17,13063,91683,1,1,43.0,201.0,43.0,43.0,43.0,0.0,201.0,201.0,201.0,0.0,2661,21,91683.0,0.0,91683.0,91683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,10.907147453726427,10.907147453726427,43.0,201.0,95.66666666666666,91.22134253196087,8321.333333333332,0,0,0,0,0,0,0,0,1.0,143.5,43.0,201.0,0,0,0,0,0,0,1,43,1,201,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
230545,2267,57333,3068,443,6,13466,5335107,7,4,635.0,153.0,517.0,0.0,90.71428571428572,190.7072051476769,153.0,0.0,38.25,76.5,147,2,533510.7000000001,1651181.723821528,5232629.0,4.0,5335107.0,889184.5000000001,2153972.78088696,5285941.0,4.0,85271.0,28423.66666666667,31019.632901330948,61789.0,459.0,0,0,0,0,232,136,1.3120636568301254,0.7497506610457858,0.0,517.0,65.66666666666667,149.99474738278084,22498.424242424237,0,0,0,1,0,0,0,0,0.0,71.63636363636364,90.71428571428572,38.25,0,0,0,0,0,0,7,635,4,153,29200,118,3,32,102474.0,0.0,102474.0,102474.0,5232629.0,0.0,5232629.0,5232629.0,BENIGN,0.0
224413,2265,49438,7089,443,6,13499,9055639,2,0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0,9055639.0,0.0,9055639.0,9055639.0,9055639.0,9055639.0,0.0,9055639.0,9055639.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.2208568605705241,0.0,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,507,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
63142,3240,443,2745,45876,6,13582,622,3,0,31.0,0.0,31.0,0.0,10.333333333333332,17.8978583448784,0.0,0.0,0.0,0.0,49839,4823,311.0,435.57777721091315,619.0,3.0,622.0,311.0,435.57777721091315,619.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,96,0,4823.151125401929,0.0,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,0,0,0,0.0,10.333333333333334,10.333333333333334,0.0,0,0,0,0,0,0,3,31,0,0,939,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
12872,2267,36045,1878,443,6,13591,642901,9,10,703.0,3950.0,267.0,0.0,78.1111111111111,103.30228028030704,1448.0,0.0,395.0,587.4831439662287,7237,29,35716.72222222222,50289.97710315593,131587.0,4.0,538692.0,67336.5,54572.90693061112,131633.0,238.0,547733.0,60859.22222222223,80585.61192883282,232777.0,4.0,0,0,0,0,296,328,13.99904495404425,15.554494393382495,0.0,1448.0,232.65,442.73317079965415,196012.66052631574,0,0,0,1,0,0,0,0,1.0,244.89473684210535,78.1111111111111,395.0,0,0,0,0,0,0,9,703,10,3950,29200,254,4,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
38536,2264,61106,2741,53,17,13407,30485,1,1,55.0,55.0,55.0,55.0,55.0,0.0,55.0,55.0,55.0,0.0,3608,65,30485.0,0.0,30485.0,30485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,32,32.80301787764474,32.80301787764474,55.0,55.0,55.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,82.5,55.0,55.0,0,0,0,0,0,0,1,55,1,55,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
50502,2258,50736,3860,443,6,13583,115426108,21,19,835.0,5603.0,381.0,0.0,39.76190476190477,92.13408965301865,1460.0,0.0,294.89473684210526,523.1008926198168,55,0,2959643.794871795,4561115.285339727,10072855.0,2.0,115426108.0,5771305.3999999985,4989293.767139545,10105929.0,4.0,111220412.0,6178911.777777777,5057850.714081724,10106200.0,49.0,0,0,0,0,432,524,0.18193457584136852,0.16460747338028586,0.0,1460.0,157.0243902439024,379.79497678384837,144244.22439024394,0,0,0,1,0,0,0,0,0.0,160.95,39.76190476190476,294.89473684210526,0,0,0,0,0,0,21,835,19,5603,8192,980,20,20,44182.63636363637,36408.18107039331,153957.0,33074.0,10066771.81818182,2739.261682212294,10072855.0,10061694.0,BENIGN,0.0
58867,2259,49519,5700,443,6,13720,298668,7,9,782.0,7157.0,341.0,0.0,111.71428571428572,140.53791218708486,1460.0,0.0,795.2222222222223,669.0300400164738,26581,53,19911.2,25229.755531344897,63902.0,34.0,218530.0,36421.66666666667,28205.009885952284,60293.0,210.0,248795.0,31099.375000000004,29949.701214524423,71959.0,48.0,0,0,0,0,152,192,23.43739536877068,30.133794045562297,0.0,1460.0,467.00000000000006,600.5501644325809,360660.5,0,0,0,1,0,0,0,0,1.0,496.1875,111.71428571428572,795.2222222222223,0,0,0,0,0,0,7,782,9,7157,8192,511,6,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
37750,2264,60319,2741,53,17,13300,85580501,2,2,93.0,186.0,49.0,44.0,46.5,3.5355339059327378,126.0,60.0,93.0,46.66904755831214,3,0,28526833.666666664,49210253.04924571,85349888.0,49145.0,85531356.0,85531356.0,0.0,85531356.0,85531356.0,85399033.0,85399033.0,0.0,85399033.0,85399033.0,0,0,0,0,60,40,0.023369809438250427,0.023369809438250427,44.0,126.0,65.6,34.26806093142709,1174.3000000000004,0,0,0,0,0,0,0,0,1.0,82.0,46.5,93.0,0,0,0,0,0,0,2,93,2,186,-1,-1,1,20,181468.0,0.0,181468.0,181468.0,85349888.0,0.0,85349888.0,85349888.0,BENIGN,0.0
63416,2260,59262,4290,443,6,13751,5979923,10,6,348.0,4207.0,191.0,0.0,34.8,67.66551723161673,1448.0,0.0,701.1666666666665,699.2746003299893,761,2,398661.53333333344,1496395.132247251,5807436.0,8.0,5979923.0,664435.8888888889,1928822.874217488,5807436.0,19.0,91502.0,18300.4,24646.872992329067,49752.0,49.0,0,0,0,0,328,200,1.6722623351504693,1.0033574010902817,0.0,1448.0,267.9411764705882,514.0269290840018,264223.6838235294,0,0,0,1,0,0,0,0,0.0,284.6875,34.8,701.1666666666665,0,0,0,0,0,0,10,348,6,4207,29200,939,3,32,172468.0,0.0,172468.0,172468.0,5807436.0,0.0,5807436.0,5807436.0,BENIGN,0.0
36511,2258,50986,2615,443,6,13792,5126258,5,1,135.0,46.0,46.0,6.0,27.0,20.12461179749811,46.0,46.0,46.0,0.0,35,1,1025251.6,2233787.9147937926,5020965.0,3.0,5126258.0,1281564.5,2493273.045542813,5020965.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,100,20,0.9753703383637732,0.19507406767275468,6.0,46.0,32.42857142857143,18.866700319673843,355.9523809523809,0,1,0,0,1,0,0,0,0.0,37.833333333333336,27.0,46.0,0,0,0,0,0,0,5,135,1,46,251,16384,4,20,92827.0,0.0,92827.0,92827.0,5020965.0,0.0,5020965.0,5020965.0,BENIGN,0.0
61831,2260,57248,2786,443,6,13818,671,4,0,64.0,0.0,46.0,6.0,16.0,20.0,0.0,0.0,0.0,0.0,95380,5961,223.66666666666663,191.4793287363765,346.0,3.0,671.0,223.66666666666663,191.4793287363765,346.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,0,5961.2518628912085,0.0,6.0,46.0,14.0,17.88854381999832,320.0,0,0,0,0,1,0,0,0,0.0,17.5,16.0,0.0,0,0,0,0,0,0,4,64,0,0,330,-1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
39128,2264,61698,2741,53,17,13699,47990,1,1,54.0,116.0,54.0,54.0,54.0,0.0,116.0,116.0,116.0,0.0,3542,41,47990.0,0.0,47990.0,47990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,32,20.837674515524064,20.837674515524064,54.0,116.0,74.66666666666667,35.7957166897568,1281.3333333333335,0,0,0,0,0,0,0,0,1.0,112.0,54.0,116.0,0,0,0,0,0,0,1,54,1,116,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
216905,2265,50030,2836,443,6,13879,55600,2,0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,215,35,55600.0,0.0,55600.0,55600.0,55600.0,55600.0,0.0,55600.0,55600.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,35.971223021582745,0.0,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,63519,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
63099,3217,443,2745,56664,6,13927,1,2,0,31.0,0.0,31.0,0.0,15.5,21.92031021678297,0.0,0.0,0.0,0.0,31000000,2000000,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,0,2000000.0,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,1,0,0,1,0,0,0,0.0,31.0,15.5,0.0,0,0,0,0,0,0,2,31,0,0,939,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
22636,2258,50965,2119,443,6,14009,9792,3,0,83.0,0.0,46.0,6.0,27.666666666666664,20.207259421636905,0.0,0.0,0.0,0.0,8476,306,4896.0,6836.308360511542,9730.0,62.0,9792.0,4896.0,6836.308360511542,9730.0,62.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,60,0,306.3725490196078,0.0,6.0,46.0,32.25,18.87458608817688,356.25,0,1,0,0,1,0,0,0,0.0,43.0,27.66666666666667,0.0,0,0,0,0,0,0,3,83,0,0,256,-1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
54360,2258,51049,8635,443,6,14022,63246,1,1,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,189,31,63246.0,0.0,63246.0,63246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,15.811276602472885,15.811276602472885,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,258,513,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
39456,2264,62026,2741,53,17,13893,60474,1,1,44.0,134.0,44.0,44.0,44.0,0.0,134.0,134.0,134.0,0.0,2943,33,60474.0,0.0,60474.0,60474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,40,16.53603201375798,16.53603201375798,44.0,134.0,74.0,51.96152422706631,2700.0,0,0,0,0,0,0,0,0,1.0,111.0,44.0,134.0,0,0,0,0,0,0,1,44,1,134,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
39843,2264,62413,2741,53,17,13599,23581,1,1,55.0,109.0,55.0,55.0,55.0,0.0,109.0,109.0,109.0,0.0,6954,84,23581.0,0.0,23581.0,23581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,20,42.40702260294304,42.40702260294304,55.0,109.0,73.0,31.176914536239792,972.0,0,0,0,0,0,0,0,0,1.0,109.5,55.0,109.0,0,0,0,0,0,0,1,55,1,109,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
39773,2264,62343,2741,53,17,13990,91538,1,1,68.0,133.0,68.0,68.0,68.0,0.0,133.0,133.0,133.0,0.0,2195,21,91538.0,0.0,91538.0,91538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,32,10.924424829032752,10.924424829032752,68.0,133.0,89.66666666666669,37.52776749732568,1408.3333333333335,0,0,0,0,0,0,0,0,1.0,134.5,68.0,133.0,0,0,0,0,0,0,1,68,1,133,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
23,2262,123,950,123,17,14193,68092529,2,2,96.0,96.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,2,0,22697509.666666664,39152070.02430084,67906426.0,92649.0,67999880.0,67999880.0,0.0,67999880.0,67999880.0,67999075.0,67999075.0,0.0,67999075.0,67999075.0,0,0,0,0,40,40,0.029371797895772087,0.029371797895772087,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,60.0,48.0,48.0,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,93454.0,0.0,93454.0,93454.0,67906426.0,0.0,67906426.0,67906426.0,BENIGN,0.0
18011,2258,51395,2062,443,6,14273,42495883,987,1437,31609.0,2580039.0,1680.0,0.0,32.02532928064841,180.52463651314412,4290.0,0.0,1795.4342379958262,824.2031718023877,61456,57,17538.54023937268,822202.1028645297,40472147.0,0.0,42495883.0,43099.272819472615,1291299.848608875,40548700.0,0.0,1984730.0,1382.1239554317553,6576.900290404323,100242.0,1.0,0,0,0,0,19752,28752,23.225779306668358,33.81504038873601,0.0,4290.0,1076.9682474226781,1080.1738604089762,1166775.5687108305,0,0,0,1,0,0,0,0,1.0,1077.4125412541257,32.025329280648435,1795.4342379958246,0,0,0,0,0,0,987,31609,1437,2580039,8192,917,986,20,2023163.0,0.0,2023163.0,2023163.0,40472147.0,0.0,40472147.0,40472147.0,BENIGN,0.0
47190,2257,57502,9023,80,6,14497,115454345,16,13,878.0,1592.0,439.0,0.0,54.87499999999999,149.9470462085421,796.0,0.0,122.46153846153842,298.9249112471266,21,0,4123369.4642857146,5014627.57879298,10216510.0,20.0,115454345.0,7696956.333333334,4403586.244744872,10240026.0,181.0,112683991.0,9390332.583333332,2949474.4604512937,10259466.0,24514.0,1,0,0,0,512,416,0.1385829177758533,0.1125986206928808,0.0,796.0,96.9666666666667,232.1799960692408,53907.550574712666,0,1,0,0,1,0,0,0,0.0,100.3103448275862,54.875,122.46153846153848,0,0,0,0,0,0,16,878,13,1592,278,296,1,32,30609.09090909092,20727.888428175916,92871.0,23456.0,10213475.909090908,7340.162633818844,10216510.0,10192016.0,BENIGN,0.0
58789,2259,49849,5404,443,6,14663,10590778,3,3,18.0,31.0,6.0,6.0,6.0,0.0,31.0,0.0,10.333333333333334,17.8978583448784,4,0,2118155.6,4410942.805077083,10000738.0,267.0,10590778.0,5295389.0,6726128.396080616,10051480.0,539298.0,10539769.0,5269884.5,6761801.226084696,10051200.0,488569.0,0,0,0,0,60,84,0.2832653087431348,0.2832653087431348,0.0,31.0,7.857142857142858,10.58975245899814,112.14285714285715,0,0,0,0,1,0,0,0,1.0,9.166666666666666,6.0,10.333333333333334,0,0,0,0,0,0,3,18,3,31,253,154,2,20,50742.0,0.0,50742.0,50742.0,10000738.0,0.0,10000738.0,10000738.0,BENIGN,0.0
222558,2265,51845,5632,443,6,14761,24966484,7,5,388.0,3003.0,238.0,0.0,55.42857142857143,92.33788883381357,1486.0,0.0,600.6,796.6855088427302,135,0,2269680.363636364,7477668.5691672275,24815631.0,87.0,24966484.0,4161080.666666666,10118652.361996684,24815631.0,149.0,89198.0,22299.5,24123.19459911284,44387.0,215.0,0,0,0,0,152,112,0.2803758831239513,0.20026848794567947,0.0,1486.0,260.8461538461538,542.4149466588973,294213.97435897443,0,0,0,1,0,0,0,0,0.0,282.5833333333333,55.42857142857143,600.6,0,0,0,0,0,0,7,388,5,3003,8192,110,6,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
37849,2264,60418,2741,53,17,13919,23331,1,1,55.0,71.0,55.0,55.0,55.0,0.0,71.0,71.0,71.0,0.0,5400,85,23331.0,0.0,23331.0,23331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,42.86142900004286,42.86142900004286,55.0,71.0,60.33333333333334,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,90.5,55.0,71.0,0,0,0,0,0,0,1,55,1,71,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
214821,2265,51584,149,443,6,14802,120,3,0,18.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,150000,25000,60.0,15.556349186104045,71.0,49.0,120.0,60.0,15.556349186104045,71.0,49.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,25000.0,0.0,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,8.0,6.0,0.0,0,0,0,0,0,0,3,18,0,0,256,-1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
243731,2269,63233,3253,80,6,14872,181,2,0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,66298,11049,181.0,0.0,181.0,181.0,181.0,181.0,0.0,181.0,181.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,11049.723756906076,0.0,6.0,6.0,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,255,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
