Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
36349,1256,59392.0,1599,53.0,17.0,181,160.0,2.0,2.0,88.0,188.0,44.0,44.0,44.0,0.0,94.0,94.0,94.0,0.0,1725000.0,25000.0,53.33333333,86.31531343,153.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,64.0,64.0,12500.0,12500.0,44.0,94.0,64.0,27.38612788,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,44.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,88.0,2.0,188.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
2405,1256,123.0,981,123.0,17.0,182,72017158.0,8.0,8.0,384.0,384.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,10.66412535,0.222169278,4801143.867,14800000.0,58000000.0,22173.0,72000000.0,10300000.0,21100000.0,58000000.0,1996233.0,72000000.0,10300000.0,21100000.0,58000000.0,1996218.0,0.0,0.0,0.0,0.0,152.0,152.0,0.111084639,0.111084639,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,384.0,8.0,384.0,-1.0,-1.0,7.0,0.0,14000000.0,0.0,14000000.0,14000000.0,58000000.0,0.0,58000000.0,58000000.0,BENIGN
74468,1267,61037.0,1599,53.0,17.0,182,221.0,2.0,2.0,100.0,200.0,50.0,50.0,50.0,0.0,100.0,100.0,100.0,0.0,1357466.063,18099.54751,73.66666667,121.5332602,214.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,64.0,64.0,9049.773756,9049.773756,50.0,100.0,70.0,27.38612788,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,87.5,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,2.0,200.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
75605,1263,88.0,1603,49175.0,6.0,182,2.0,3.0,0.0,18.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,9000000.0,1500000.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,1500000.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,0.0,0.0,2053.0,-1.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
75600,1267,49167.0,1599,88.0,6.0,182,25.0,1.0,4.0,6.0,24.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,1200000.0,200000.0,6.25,10.5,22.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,80.0,40000.0,160000.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,7.2,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,24.0,256.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
69590,1265,3217.0,1599,53.0,17.0,182,183.0,2.0,2.0,102.0,224.0,51.0,51.0,51.0,0.0,112.0,112.0,112.0,0.0,1781420.765,21857.9235,61.0,100.45894679999999,177.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,64.0,64.0,10928.96175,10928.96175,51.0,112.0,75.4,33.41107601,1116.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,94.25,51.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,102.0,2.0,224.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
33355,1267,137.0,1598,137.0,17.0,182,19188074.0,195.0,0.0,9750.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,508.1281217,10.16256243,98907.59793999999,530581.8323,6832819.0,1.0,19200000.0,98907.59793999999,530581.8323,6832819.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4032.0,0.0,10.16256243,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.25641026,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,9750.0,0.0,0.0,-1.0,-1.0,194.0,20.0,6177633.0,0.0,6177633.0,6177633.0,6832819.0,0.0,6832819.0,6832819.0,BENIGN
80588,1268,1035.0,1599,88.0,6.0,182,95.0,1.0,4.0,6.0,24.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,315789.4737,52631.57895,23.75,31.85775677,68.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,23.0,38.97435054,68.0,0.0,0.0,0.0,0.0,0.0,20.0,80.0,10526.31579,42105.26316,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,7.2,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,24.0,256.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
18781,1257,59151.0,2302,443.0,6.0,182,61506.0,7.0,5.0,365.0,3662.0,190.0,0.0,52.14285714,75.29149702,1460.0,0.0,732.4,728.5058682,65473.28716,195.1029168,5591.4545450000005,7374.2882420000005,18183.0,21.0,61506.0,10251.0,10455.55387,24491.0,39.0,24879.0,6219.75,7533.271726999999,15605.0,48.0,0.0,0.0,0.0,0.0,152.0,112.0,113.8100348,81.29288199999999,0.0,1460.0,309.7692308,548.523496,300878.0256,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,335.5833333,52.14285714,732.4,0.0,0.0,0.0,0.0,0.0,0.0,7.0,365.0,5.0,3662.0,8192.0,946.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
15297,1263,62189.0,1590,53.0,17.0,182,23391.0,1.0,1.0,57.0,142.0,57.0,57.0,57.0,0.0,142.0,142.0,142.0,0.0,8507.545637000001,85.50297123,23391.0,0.0,23391.0,23391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,20.0,42.75148561,42.75148561,57.0,142.0,85.33333333,49.07477288,2408.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,128.0,57.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,1.0,142.0,-1.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
222,547,443.0,1593,49447.0,6.0,182,76.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,157894.7368,26315.78947,76.0,0.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,13157.89474,13157.89474,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,256.0,256.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
39844,1257,58955.0,1599,53.0,17.0,182,234.0,2.0,2.0,66.0,578.0,33.0,33.0,33.0,0.0,289.0,289.0,289.0,0.0,2752136.752,17094.01709,78.0,129.90381059999999,228.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,64.0,64.0,8547.008547,8547.008547,33.0,289.0,135.4,140.2169747,19660.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,169.25,33.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.0,2.0,578.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
83117,3747,443.0,1600,49180.0,6.0,182,52.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,230769.2308,38461.53846,52.0,0.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,19230.76923,19230.76923,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,256.0,256.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
8313,1257,59157.0,1179,443.0,6.0,182,117951636.0,73.0,123.0,1959.0,146617.0,418.0,0.0,26.83561644,61.68986359,1430.0,0.0,1192.0081300000002,513.7594081,1259.634924,1.66169802,604880.1846,5925484.84,58900000.0,0.0,118000000.0,1638217.167,9713273.742,58900000.0,1.0,118000000.0,966050.541,7487943.967999999,59000000.0,1.0,0.0,0.0,0.0,0.0,1472.0,2472.0,0.618897732,1.042800288,0.0,1430.0,754.1928933999999,697.0858242,485928.6463,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,758.0408163,26.83561644,1192.0081300000002,0.0,0.0,0.0,0.0,0.0,0.0,73.0,1959.0,123.0,146617.0,8192.0,385.0,72.0,20.0,265568.5,243211.4987,437545.0,93592.0,58700000.0,357607.9409,58900000.0,58400000.0,BENIGN
64661,1264,56089.0,1599,389.0,17.0,182,125.0,2.0,2.0,414.0,326.0,207.0,207.0,207.0,0.0,163.0,163.0,163.0,0.0,5920000.0,32000.0,41.66666667,66.10849668,118.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,40.0,40.0,16000.0,16000.0,163.0,207.0,189.4,24.09979253,580.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,236.75,207.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,414.0,2.0,326.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
69394,1264,49188.0,1599,88.0,6.0,182,35.0,1.0,4.0,6.0,24.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,857142.8571,142857.1429,8.75,15.5,32.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,80.0,28571.42857,114285.7143,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,7.2,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,24.0,256.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
80600,1268,1056.0,1599,88.0,6.0,182,644.0,7.0,4.0,2812.0,2820.0,1397.0,0.0,401.7142857,679.9148756,1410.0,0.0,705.0,814.0638796000001,8745341.615,17080.74534,64.4,88.84093151,264.0,1.0,644.0,107.33333329999999,167.9888885,448.0,1.0,545.0,181.66666669999998,180.0037037,361.0,1.0,0.0,0.0,0.0,0.0,164.0,104.0,10869.56522,6211.180124,0.0,1410.0,469.33333330000005,689.9433881,476021.8788,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,512.0,401.7142857,705.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2812.0,4.0,2820.0,8192.0,2053.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
80596,1268,1050.0,1599,88.0,6.0,182,81.0,1.0,4.0,6.0,24.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,370370.3704,61728.39506,20.25,32.77575323,69.0,1.0,0.0,0.0,0.0,0.0,0.0,71.0,23.66666667,39.2598183,69.0,1.0,0.0,0.0,0.0,0.0,20.0,80.0,12345.67901,49382.71605,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,7.2,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,24.0,256.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
15043,1263,61935.0,1590,53.0,17.0,182,500.0,1.0,1.0,49.0,113.0,49.0,49.0,49.0,0.0,113.0,113.0,113.0,0.0,324000.0,4000.0,500.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,2000.0,2000.0,49.0,113.0,70.33333333,36.95041723,1365.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,105.5,49.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,1.0,113.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
42489,1258,50560.0,1599,53.0,17.0,183,24268.0,2.0,2.0,64.0,390.0,32.0,32.0,32.0,0.0,195.0,195.0,195.0,0.0,18707.76331,164.8261085,8089.333333,14005.07416,24261.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,64.0,64.0,82.41305423,82.41305423,32.0,195.0,97.2,89.27877687,7970.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,121.5,32.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,64.0,2.0,390.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
15600,1263,62492.0,1590,53.0,17.0,183,83680.0,1.0,1.0,59.0,317.0,59.0,59.0,59.0,0.0,317.0,317.0,317.0,0.0,4493.307839,23.90057361,83680.0,0.0,83680.0,83680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,11.95028681,11.95028681,59.0,317.0,145.0,148.9563695,22188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,217.5,59.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.0,1.0,317.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
69551,1265,25749.0,1599,53.0,17.0,183,177.0,2.0,2.0,88.0,188.0,44.0,44.0,44.0,0.0,94.0,94.0,94.0,0.0,1559322.034,22598.87006,59.0,61.24540799,125.0,4.0,4.0,4.0,0.0,4.0,4.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,64.0,64.0,11299.43503,11299.43503,44.0,94.0,64.0,27.38612788,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,44.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,88.0,2.0,188.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
69707,1265,48833.0,1599,53.0,17.0,183,155.0,2.0,2.0,64.0,96.0,32.0,32.0,32.0,0.0,48.0,48.0,48.0,0.0,1032258.065,25806.45161,51.66666667,50.59973649,104.0,3.0,3.0,3.0,0.0,3.0,3.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,64.0,64.0,12903.22581,12903.22581,32.0,48.0,38.4,8.76356092,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,32.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,64.0,2.0,96.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
69611,1265,3558.0,1599,53.0,17.0,183,187.0,2.0,2.0,64.0,158.0,32.0,32.0,32.0,0.0,79.0,79.0,79.0,0.0,1187165.775,21390.374330000002,62.33333333,106.23244950000002,185.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,64.0,64.0,10695.187170000001,10695.187170000001,32.0,79.0,50.8,25.7429602,662.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.5,32.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,64.0,2.0,158.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
